0.32527 0.25938 0.79743
0.33043 0.26120 0.79049
0.34816 0.27265 0.78310
0.34485 0.26546 0.76980
0.34029 0.26622 0.78235
0.33664 0.26445 0.78556
0.33343 0.26754 0.80239
0.34988 0.25888 0.73992
0.31569 0.25870 0.81946
0.35259 0.27804 0.78858
0.34314 0.26168 0.76259
0.33842 0.27187 0.80335
0.36192 0.27933 0.77180
